country_of_origin,destination_country,destination_city,year,count,gender,age_group
China,Norway,Trondheim,2020,2837,Male,18-22
Turkey,South Korea,Seoul,2018,2652,Female,18-22
Vietnam,Russia,St. Petersburg,2017,1615,Male,18-22
Nepal,Australia,Melbourne,2023,4446,Male,27+
Brazil,Sweden,Gothenburg,2021,2153,Female,23-26
Pakistan,Canada,Montreal,2022,4089,Male,18-22
Turkey,USA,Los Angeles,2018,6171,Male,23-26
Nigeria,Canada,Montreal,2017,5932,Male,18-22
Brazil,UK,Birmingham,2015,4675,Male,18-22
Vietnam,South Korea,Busan,2016,1860,Female,23-26
Vietnam,Ireland,Dublin,2017,829,Male,18-22
India,UK,Birmingham,2015,8885,Female,23-26
Bangladesh,UK,Manchester,2021,4984,Female,23-26
Nigeria,Ireland,Cork,2020,1422,Male,27+
Turkey,Russia,Kazan,2019,2502,Male,23-26
Bangladesh,UK,Manchester,2022,5028,Female,18-22
India,Singapore,Singapore,2021,5799,Male,23-26
India,Norway,Oslo,2016,3003,Male,18-22
Brazil,India,Mumbai,2023,1047,Female,18-22
Vietnam,Italy,Rome,2015,2458,Male,18-22
Brazil,India,Bangalore,2023,1415,Male,23-26
Brazil,Finland,Turku,2023,688,Male,23-26
Nepal,Finland,Helsinki,2016,507,Female,18-22
Brazil,Norway,Trondheim,2021,1640,Female,23-26
Kenya,UAE,Abu Dhabi,2021,1152,Female,18-22
India,Italy,Florence,2019,5404,Male,18-22
Kenya,France,Lyon,2021,2877,Female,27+
India,South Africa,Pretoria,2016,3434,Male,27+
Bangladesh,Canada,Vancouver,2015,3559,Male,23-26
Nigeria,Spain,Valencia,2019,4714,Male,23-26
China,Netherlands,Amsterdam,2016,3198,Male,18-22
Kenya,Netherlands,Eindhoven,2019,1934,Male,18-22
Turkey,South Africa,Pretoria,2016,1423,Male,18-22
Brazil,South Africa,Pretoria,2017,1548,Male,18-22
Brazil,Japan,Kyoto,2017,2671,Male,18-22
Nepal,Germany,Frankfurt,2023,3770,Female,18-22
Vietnam,Russia,Moscow,2019,1950,Male,23-26
Kenya,Spain,Madrid,2020,2652,Female,23-26
India,Singapore,Singapore,2023,5161,Male,18-22
Vietnam,Singapore,Singapore,2015,1925,Male,18-22
Turkey,India,Bangalore,2024,1173,Female,18-22
Brazil,Netherlands,Amsterdam,2023,2449,Female,23-26
China,South Korea,Seoul,2022,5926,Female,23-26
Vietnam,USA,Chicago,2020,6353,Female,23-26
Nigeria,India,Mumbai,2018,1992,Female,27+
Pakistan,Spain,Madrid,2024,3119,Male,18-22
Kenya,South Africa,Pretoria,2023,1728,Male,18-22
Pakistan,Norway,Oslo,2022,1206,Male,18-22
Vietnam,Ireland,Galway,2020,916,Male,18-22
Pakistan,Italy,Rome,2016,1573,Male,18-22
Brazil,UAE,Abu Dhabi,2024,1027,Female,18-22
Nepal,Germany,Frankfurt,2022,3456,Male,18-22
Vietnam,Spain,Madrid,2015,1953,Female,18-22
Nigeria,South Africa,Johannesburg,2019,2218,Male,18-22
Brazil,Finland,Tampere,2017,554,Male,23-26
Pakistan,Netherlands,Rotterdam,2020,1836,Male,27+
Bangladesh,South Africa,Cape Town,2019,1125,Female,18-22
Brazil,Ireland,Cork,2017,698,Male,18-22
Brazil,Germany,Berlin,2019,3085,Male,18-22
Kenya,South Africa,Johannesburg,2024,1563,Male,23-26
Bangladesh,Norway,Trondheim,2022,1546,Male,23-26
Turkey,Japan,Osaka,2016,2233,Male,18-22
India,South Korea,Busan,2022,7008,Male,23-26
India,India,Delhi,2021,3303,Male,23-26
Nepal,India,Bangalore,2019,931,Male,18-22
Turkey,France,Lyon,2020,2751,Male,18-22
Nigeria,Ireland,Cork,2015,1060,Male,27+
India,Japan,Osaka,2023,8149,Male,23-26
Nepal,Canada,Montreal,2020,3020,Male,18-22
China,USA,Chicago,2019,9539,Female,23-26
India,Japan,Osaka,2018,5283,Male,18-22
Kenya,Norway,Trondheim,2022,1105,Male,23-26
China,Russia,Kazan,2020,3943,Male,18-22
Kenya,Norway,Bergen,2021,1379,Male,23-26
Brazil,Italy,Milan,2015,1588,Male,18-22
Nepal,Germany,Munich,2017,2667,Female,18-22
Turkey,Norway,Oslo,2017,1339,Male,27+
India,Finland,Turku,2021,1561,Male,18-22
Bangladesh,Norway,Trondheim,2020,1008,Female,18-22
China,France,Lyon,2019,5834,Female,18-22
Brazil,UK,Birmingham,2015,3486,Male,23-26
Nepal,Netherlands,Amsterdam,2019,1620,Female,18-22
Nigeria,Norway,Trondheim,2024,2392,Female,23-26
Turkey,Spain,Valencia,2018,2285,Female,23-26
Vietnam,South Korea,Daejeon,2018,2294,Male,23-26
Nepal,Germany,Frankfurt,2018,3427,Male,18-22
Pakistan,Netherlands,Eindhoven,2024,1968,Male,18-22
Brazil,Australia,Sydney,2024,4400,Female,18-22
Kenya,India,Delhi,2021,1097,Male,18-22
China,Norway,Trondheim,2020,2602,Female,23-26
Bangladesh,Norway,Bergen,2018,1264,Male,18-22
Nepal,Germany,Frankfurt,2016,2877,Male,23-26
Nigeria,Canada,Montreal,2017,4333,Female,18-22
Pakistan,Australia,Brisbane,2024,3995,Male,18-22
India,UAE,Sharjah,2017,1943,Female,23-26
Pakistan,Netherlands,Eindhoven,2023,1629,Female,18-22
Turkey,Ireland,Galway,2019,631,Female,23-26
India,Ireland,Galway,2020,2003,Female,18-22
Nigeria,Russia,Moscow,2019,2813,Male,23-26
Nigeria,Russia,St. Petersburg,2019,2676,Male,18-22
Turkey,Italy,Milan,2019,1459,Female,18-22
India,Singapore,Singapore,2017,4266,Male,18-22
Kenya,Japan,Tokyo,2021,2455,Male,23-26
Kenya,Russia,Kazan,2023,2933,Male,23-26
Pakistan,Netherlands,Rotterdam,2015,1674,Male,27+
China,France,Paris,2021,6412,Male,18-22
Brazil,UK,London,2023,3812,Male,23-26
China,Canada,Montreal,2022,7859,Non-binary,23-26
Brazil,Australia,Brisbane,2017,2667,Male,23-26
China,USA,Chicago,2019,14053,Female,18-22
China,Norway,Oslo,2015,2202,Female,18-22
Kenya,USA,Los Angeles,2017,7108,Male,23-26
Nigeria,Norway,Trondheim,2022,2349,Male,23-26
Pakistan,Ireland,Cork,2023,933,Male,18-22
Nepal,Norway,Bergen,2020,1225,Male,18-22
Nigeria,Russia,Moscow,2019,2762,Non-binary,18-22
Brazil,Italy,Florence,2023,3103,Female,23-26
Bangladesh,Sweden,Gothenburg,2023,1820,Female,23-26
Vietnam,South Africa,Cape Town,2015,1307,Female,27+
Nigeria,Spain,Barcelona,2018,3273,Male,18-22
India,South Africa,Johannesburg,2023,4462,Male,18-22
Turkey,Singapore,Singapore,2018,1972,Male,18-22
Kenya,UK,Birmingham,2017,5125,Male,27+
India,Sweden,Gothenburg,2016,3965,Male,27+
China,Canada,Montreal,2024,9135,Male,23-26
Brazil,South Africa,Johannesburg,2018,1675,Male,23-26
Nigeria,Singapore,Singapore,2019,2178,Male,18-22
India,South Korea,Seoul,2015,4195,Female,23-26
Pakistan,Netherlands,Amsterdam,2021,1752,Male,18-22
India,Finland,Helsinki,2017,1409,Non-binary,18-22
Nepal,Sweden,Gothenburg,2024,1797,Male,23-26
Nigeria,France,Paris,2023,6089,Female,18-22
Turkey,Spain,Barcelona,2021,2567,Male,23-26
Kenya,Finland,Helsinki,2016,372,Female,23-26
Kenya,Australia,Melbourne,2021,3025,Male,23-26
Kenya,France,Marseille,2022,4037,Male,23-26
Bangladesh,France,Marseille,2017,2363,Male,23-26
Vietnam,Japan,Kyoto,2023,3297,Male,18-22
Turkey,USA,New York,2024,6839,Male,23-26
China,Italy,Milan,2015,3088,Female,18-22
China,Norway,Trondheim,2022,3187,Male,23-26
Pakistan,Finland,Turku,2017,621,Female,23-26
Vietnam,Singapore,Singapore,2020,2317,Female,27+
Kenya,Singapore,Singapore,2019,2221,Female,23-26
Nepal,India,Delhi,2022,1837,Male,23-26
Brazil,Sweden,Stockholm,2015,1178,Female,23-26
Nepal,Norway,Trondheim,2021,1138,Male,18-22
Kenya,Spain,Barcelona,2020,3448,Female,18-22
Vietnam,Japan,Tokyo,2024,2708,Male,23-26
Nigeria,Norway,Bergen,2017,1728,Male,18-22
China,Finland,Tampere,2020,1294,Female,18-22
India,South Korea,Daejeon,2017,5977,Female,23-26
Pakistan,UAE,Dubai,2016,965,Male,18-22
India,Ireland,Dublin,2024,2624,Female,18-22
Bangladesh,Canada,Vancouver,2021,3743,Female,27+
Kenya,Finland,Turku,2024,734,Female,23-26
Nigeria,Singapore,Singapore,2021,3123,Female,18-22
Pakistan,Australia,Melbourne,2023,4556,Female,18-22
Vietnam,USA,Chicago,2022,6539,Male,27+
Bangladesh,Sweden,Uppsala,2019,1655,Male,18-22
Pakistan,UAE,Dubai,2024,968,Female,23-26
Turkey,Australia,Sydney,2017,3170,Male,27+
China,UK,Manchester,2023,10384,Male,23-26
Kenya,USA,Chicago,2024,5332,Female,18-22
Turkey,Netherlands,Eindhoven,2016,1988,Female,23-26
Vietnam,India,Mumbai,2015,1181,Male,18-22
Bangladesh,South Korea,Busan,2022,1856,Male,18-22
Nigeria,Norway,Oslo,2023,2543,Female,27+
Turkey,South Africa,Pretoria,2024,2137,Female,18-22
China,Spain,Madrid,2017,4357,Female,18-22
China,India,Mumbai,2020,2383,Female,18-22
India,Italy,Milan,2016,4743,Male,23-26
China,Germany,Frankfurt,2023,7605,Male,18-22
Brazil,Ireland,Galway,2018,593,Female,18-22
Vietnam,Italy,Milan,2021,2511,Male,23-26
Brazil,South Africa,Cape Town,2020,1342,Female,18-22
Bangladesh,South Korea,Busan,2017,2132,Male,23-26
Turkey,Italy,Rome,2024,3077,Male,18-22
China,Germany,Hamburg,2024,7206,Male,23-26
Bangladesh,USA,Chicago,2016,2951,Male,23-26
Kenya,Finland,Helsinki,2022,752,Male,18-22
Turkey,Germany,Hamburg,2019,2744,Female,23-26
India,Singapore,Singapore,2020,4779,Female,18-22
Pakistan,Sweden,Stockholm,2024,2162,Female,27+
India,Singapore,Singapore,2018,4679,Male,18-22
Nepal,Singapore,Singapore,2015,1960,Female,27+
Nepal,South Korea,Seoul,2023,3247,Male,18-22
Vietnam,India,Bangalore,2021,1120,Female,23-26
Nigeria,Netherlands,Amsterdam,2017,2355,Female,27+
Brazil,Canada,Montreal,2019,3540,Female,23-26
Nepal,South Korea,Seoul,2015,2669,Female,27+
Vietnam,Singapore,Singapore,2021,2424,Female,27+
China,Spain,Barcelona,2021,5528,Male,18-22
India,Spain,Madrid,2024,6769,Female,27+
Brazil,Singapore,Singapore,2021,1709,Male,27+
Turkey,South Africa,Pretoria,2021,1958,Male,23-26
Turkey,Canada,Toronto,2024,4781,Male,18-22
Nigeria,South Africa,Cape Town,2021,2068,Male,18-22
Kenya,India,Mumbai,2015,1252,Female,18-22
Bangladesh,Finland,Helsinki,2016,464,Male,23-26
China,Italy,Florence,2021,4795,Female,23-26
Pakistan,Finland,Turku,2022,598,Female,23-26
Nigeria,Italy,Florence,2015,2935,Female,18-22
Nigeria,Russia,St. Petersburg,2021,2775,Female,27+
Nepal,UAE,Abu Dhabi,2018,889,Non-binary,18-22
Vietnam,UK,London,2017,3397,Male,18-22
Brazil,Sweden,Uppsala,2023,2330,Female,18-22
Nigeria,South Africa,Cape Town,2019,2101,Female,23-26
Pakistan,Russia,Moscow,2019,1676,Male,18-22
Bangladesh,Russia,St. Petersburg,2016,1635,Female,18-22
Bangladesh,Singapore,Singapore,2019,2102,Female,27+
Vietnam,Finland,Helsinki,2017,371,Female,18-22
Nepal,France,Paris,2022,3272,Female,18-22
Kenya,Ireland,Cork,2020,1101,Female,23-26
China,Australia,Melbourne,2017,7071,Male,23-26
Bangladesh,Italy,Rome,2021,2265,Male,18-22
Pakistan,Australia,Sydney,2016,2945,Female,23-26
Vietnam,South Korea,Busan,2021,2293,Female,18-22
Pakistan,USA,Los Angeles,2017,5933,Male,23-26
India,Finland,Helsinki,2020,1614,Female,18-22
Bangladesh,Singapore,Singapore,2020,2412,Female,23-26
Nigeria,Spain,Barcelona,2024,4057,Female,18-22
Vietnam,South Korea,Seoul,2020,2015,Male,23-26
Brazil,Singapore,Singapore,2020,1863,Female,27+
China,Canada,Vancouver,2022,7790,Male,18-22
Nepal,South Korea,Busan,2019,2348,Female,18-22
Bangladesh,India,Mumbai,2024,1416,Male,18-22
Nepal,South Africa,Pretoria,2023,1611,Male,27+
India,UK,London,2022,11247,Female,18-22
Bangladesh,France,Lyon,2017,2884,Male,27+
Kenya,Finland,Tampere,2015,479,Female,18-22
Vietnam,Finland,Tampere,2015,555,Male,18-22
Nepal,Russia,Moscow,2020,1679,Male,18-22
Nigeria,Spain,Barcelona,2019,3682,Male,18-22
Pakistan,UK,London,2023,5624,Male,18-22
China,Japan,Osaka,2021,5307,Female,27+
Nepal,India,Bangalore,2015,1060,Male,18-22
India,Australia,Brisbane,2020,9599,Male,23-26
Nigeria,India,Delhi,2021,2077,Female,18-22
Kenya,France,Lyon,2020,2829,Female,23-26
Brazil,Australia,Melbourne,2020,4119,Male,23-26
Turkey,USA,New York,2023,6769,Female,23-26
Nigeria,USA,Chicago,2023,10745,Male,18-22
Nepal,Ireland,Dublin,2020,661,Male,18-22
China,Netherlands,Eindhoven,2023,4956,Female,23-26
Pakistan,UAE,Dubai,2017,937,Male,18-22
Bangladesh,UK,London,2024,5248,Male,23-26
Vietnam,Singapore,Singapore,2019,2026,Male,27+
Nigeria,Norway,Trondheim,2021,2201,Male,23-26
Brazil,Australia,Melbourne,2018,4100,Female,18-22
India,France,Marseille,2022,9913,Male,23-26
Brazil,UK,London,2022,6012,Male,18-22
Pakistan,Spain,Madrid,2015,1465,Female,18-22
Nigeria,Australia,Melbourne,2023,5937,Male,18-22
Brazil,USA,Los Angeles,2016,3892,Male,18-22
Nepal,South Korea,Seoul,2022,2802,Female,18-22
Brazil,Singapore,Singapore,2022,1774,Male,18-22
Turkey,India,Bangalore,2022,1258,Male,23-26
China,South Africa,Pretoria,2021,3393,Male,23-26
Kenya,Netherlands,Eindhoven,2022,2081,Female,18-22
Pakistan,UK,London,2024,5106,Female,27+
Pakistan,Finland,Helsinki,2024,1004,Female,23-26
Turkey,Canada,Vancouver,2022,3941,Male,18-22
India,Netherlands,Rotterdam,2020,4324,Male,23-26
Vietnam,India,Bangalore,2015,1249,Female,18-22
Vietnam,Canada,Montreal,2019,3446,Male,18-22
Vietnam,Sweden,Stockholm,2022,1626,Male,23-26
Bangladesh,South Korea,Seoul,2016,1652,Male,23-26
Vietnam,Australia,Sydney,2015,3338,Female,23-26
Nepal,Sweden,Gothenburg,2020,2223,Male,18-22
Pakistan,Singapore,Singapore,2021,2383,Male,23-26
China,Russia,Kazan,2022,3794,Female,27+
Nepal,South Africa,Johannesburg,2020,1160,Female,18-22
Pakistan,Ireland,Dublin,2021,977,Male,18-22
Kenya,UK,Birmingham,2020,4646,Male,23-26
Nigeria,Sweden,Gothenburg,2020,2002,Male,23-26
India,Spain,Barcelona,2022,6261,Female,23-26
Nepal,Netherlands,Eindhoven,2019,1561,Male,27+
Kenya,Canada,Vancouver,2015,3262,Female,23-26
Nigeria,France,Marseille,2020,6510,Male,18-22
Bangladesh,USA,Chicago,2021,5396,Male,23-26
Bangladesh,Japan,Kyoto,2017,1587,Female,18-22
Pakistan,Singapore,Singapore,2021,2000,Female,23-26
Kenya,Finland,Tampere,2016,473,Male,27+
India,Spain,Barcelona,2016,5108,Female,23-26
Turkey,South Korea,Busan,2024,3215,Female,18-22
China,Sweden,Stockholm,2019,3206,Female,18-22
Vietnam,Japan,Tokyo,2017,1847,Male,27+
China,Japan,Kyoto,2018,4677,Male,23-26
China,UK,Birmingham,2015,6838,Male,18-22
Nepal,South Korea,Daejeon,2016,2033,Male,18-22
Nigeria,Netherlands,Rotterdam,2019,2865,Male,18-22
Turkey,Germany,Hamburg,2022,2758,Male,23-26
Nepal,UAE,Sharjah,2024,1177,Male,18-22
Pakistan,Netherlands,Amsterdam,2016,1928,Female,18-22
India,Spain,Valencia,2017,5744,Male,23-26
China,Japan,Tokyo,2015,4472,Female,18-22
Vietnam,Norway,Trondheim,2019,1656,Male,18-22
Turkey,Canada,Montreal,2022,3448,Male,18-22
Nigeria,Italy,Florence,2017,3229,Female,18-22
Vietnam,Japan,Tokyo,2022,2881,Male,27+
Pakistan,USA,New York,2021,6872,Male,18-22
Brazil,Russia,Kazan,2023,2425,Male,23-26
Nigeria,Ireland,Cork,2017,1091,Male,18-22
Kenya,Netherlands,Eindhoven,2020,2468,Male,27+
Kenya,USA,New York,2017,4187,Female,18-22
Turkey,USA,New York,2023,6505,Male,18-22
Bangladesh,Italy,Florence,2022,2876,Female,18-22
China,Spain,Valencia,2024,5495,Male,18-22
Vietnam,Australia,Sydney,2021,4229,Female,23-26
Pakistan,Germany,Hamburg,2024,3163,Male,23-26
Kenya,Australia,Sydney,2016,3567,Female,18-22
Brazil,India,Delhi,2022,1106,Female,18-22
India,Russia,Moscow,2015,3109,Male,18-22
India,Russia,St. Petersburg,2024,5741,Male,23-26
Kenya,Ireland,Dublin,2023,1075,Female,18-22
Nepal,Sweden,Uppsala,2018,1527,Female,23-26
Nigeria,Netherlands,Eindhoven,2019,2406,Male,27+
Kenya,South Africa,Johannesburg,2016,1516,Male,18-22
Brazil,Singapore,Singapore,2021,2686,Female,23-26
Bangladesh,USA,Los Angeles,2016,5781,Female,18-22
Nigeria,France,Lyon,2015,3465,Male,27+
Kenya,Canada,Vancouver,2024,4860,Female,23-26
Kenya,Italy,Rome,2016,1768,Male,18-22
Bangladesh,South Africa,Pretoria,2019,1807,Female,27+
Nepal,Singapore,Singapore,2024,2047,Male,18-22
India,Germany,Frankfurt,2016,6685,Female,23-26
Nepal,Ireland,Galway,2020,886,Female,18-22
Pakistan,South Korea,Seoul,2015,1496,Male,18-22
Bangladesh,Russia,St. Petersburg,2016,1456,Female,18-22
Pakistan,South Africa,Cape Town,2019,1567,Male,18-22
Brazil,Germany,Frankfurt,2018,2585,Male,27+
China,Canada,Toronto,2023,8726,Female,18-22
China,Ireland,Galway,2015,1605,Female,18-22
Vietnam,France,Lyon,2019,2663,Female,23-26
China,Sweden,Gothenburg,2024,3467,Female,18-22
Brazil,India,Bangalore,2018,1191,Female,18-22
Vietnam,USA,New York,2017,5486,Male,18-22
Turkey,India,Mumbai,2017,1366,Female,18-22
Bangladesh,Germany,Munich,2018,3562,Male,18-22
Brazil,USA,New York,2020,6412,Female,23-26
Brazil,USA,Chicago,2022,6513,Female,18-22
Brazil,Sweden,Stockholm,2019,1620,Male,23-26
Kenya,Japan,Kyoto,2022,3847,Female,23-26
Brazil,Germany,Frankfurt,2017,2995,Female,27+
Kenya,Germany,Frankfurt,2023,2852,Male,23-26
Turkey,UK,London,2022,4669,Male,23-26
Vietnam,Sweden,Uppsala,2024,2129,Male,18-22
Bangladesh,South Korea,Daejeon,2021,2713,Male,18-22
Brazil,Germany,Berlin,2016,1736,Female,18-22
China,Germany,Frankfurt,2016,4658,Female,18-22
Pakistan,Netherlands,Rotterdam,2015,1964,Male,18-22
Brazil,Singapore,Singapore,2015,1948,Male,18-22
India,UAE,Abu Dhabi,2016,2529,Male,18-22
Pakistan,Canada,Vancouver,2015,2525,Female,18-22
Kenya,Italy,Florence,2019,2395,Female,23-26
Nepal,Italy,Milan,2022,2507,Male,18-22
Turkey,Canada,Toronto,2024,3420,Female,18-22
Nigeria,Netherlands,Eindhoven,2019,2709,Female,23-26
India,Russia,Kazan,2015,3782,Male,23-26
Brazil,Sweden,Uppsala,2022,1531,Male,23-26
Bangladesh,UK,London,2022,4119,Male,18-22
Turkey,South Korea,Seoul,2023,2310,Female,27+
Nigeria,Norway,Bergen,2017,1832,Female,23-26
China,Australia,Brisbane,2019,6911,Female,23-26
Nigeria,France,Marseille,2024,6424,Female,27+
India,Finland,Helsinki,2017,1364,Male,18-22
Nigeria,Japan,Osaka,2019,3343,Female,18-22
China,Singapore,Singapore,2015,3619,Male,18-22
Nigeria,Sweden,Gothenburg,2020,2396,Male,18-22
Vietnam,USA,Boston,2020,6764,Female,18-22
Turkey,Australia,Melbourne,2015,3098,Female,18-22
China,UAE,Abu Dhabi,2020,1771,Female,18-22
Brazil,India,Delhi,2024,1779,Female,23-26
Kenya,Canada,Toronto,2015,3157,Male,27+
Nepal,Netherlands,Rotterdam,2019,1444,Male,18-22
Bangladesh,South Africa,Cape Town,2022,1634,Female,23-26
China,Russia,Kazan,2018,3180,Male,18-22
Vietnam,Finland,Helsinki,2024,602,Male,23-26
Bangladesh,Netherlands,Eindhoven,2019,1611,Female,18-22
India,Singapore,Singapore,2018,5078,Female,23-26
Nigeria,USA,Los Angeles,2020,8719,Male,23-26
India,India,Bangalore,2015,2675,Female,18-22
Bangladesh,UK,Birmingham,2021,5918,Female,27+
Pakistan,South Africa,Johannesburg,2022,1851,Male,18-22
Pakistan,USA,Los Angeles,2020,6709,Male,18-22
India,Ireland,Cork,2015,1815,Female,18-22
Kenya,France,Lyon,2021,3905,Female,18-22
Nigeria,Finland,Tampere,2019,941,Male,23-26
Brazil,India,Delhi,2022,979,Non-binary,23-26
China,Norway,Bergen,2017,2652,Female,18-22
India,France,Marseille,2024,9457,Male,23-26
Bangladesh,South Korea,Busan,2020,3060,Female,18-22
Nigeria,UAE,Dubai,2024,1628,Male,18-22
Nigeria,Spain,Barcelona,2022,3944,Male,23-26
Vietnam,Germany,Munich,2021,3037,Non-binary,27+
Nigeria,UK,Birmingham,2023,6047,Female,27+
Brazil,India,Bangalore,2024,1726,Female,23-26
Turkey,Australia,Melbourne,2020,3368,Female,23-26
Nigeria,Singapore,Singapore,2024,3620,Male,18-22
Brazil,Canada,Toronto,2022,3804,Male,18-22
Nepal,Singapore,Singapore,2024,2425,Male,23-26
Nigeria,Russia,Kazan,2016,2220,Female,18-22
Bangladesh,Canada,Vancouver,2017,2473,Female,23-26
India,Australia,Brisbane,2020,9160,Male,18-22
Brazil,Germany,Munich,2019,2201,Non-binary,23-26
Nigeria,Italy,Florence,2016,2846,Female,18-22
Nigeria,Norway,Trondheim,2021,2472,Female,18-22
Turkey,Germany,Hamburg,2024,3838,Male,23-26
Vietnam,USA,Chicago,2017,4693,Female,18-22
China,Spain,Madrid,2022,5798,Male,18-22
Nigeria,Ireland,Dublin,2017,968,Female,23-26
Nigeria,Sweden,Uppsala,2015,2304,Male,23-26
Nigeria,Sweden,Uppsala,2024,2665,Male,27+
Pakistan,Italy,Florence,2023,2731,Male,18-22
Pakistan,Ireland,Galway,2022,702,Female,18-22
Bangladesh,France,Marseille,2024,3583,Male,23-26
China,Russia,Kazan,2016,3166,Male,23-26
Brazil,Germany,Frankfurt,2024,4220,Male,23-26
Bangladesh,France,Lyon,2024,3768,Male,18-22
Brazil,Ireland,Galway,2024,1203,Female,18-22
Kenya,Japan,Tokyo,2019,2314,Male,23-26
India,India,Mumbai,2018,2643,Male,23-26
Nigeria,Spain,Valencia,2024,4674,Female,18-22
China,Italy,Milan,2021,3926,Male,23-26
Nigeria,USA,Chicago,2018,6802,Male,18-22
Nepal,Australia,Sydney,2017,2755,Male,23-26
Turkey,Australia,Melbourne,2018,3096,Female,18-22
Brazil,Finland,Helsinki,2021,639,Male,18-22
Vietnam,Italy,Rome,2021,2682,Female,23-26
Bangladesh,Russia,St. Petersburg,2016,1362,Female,18-22
India,France,Paris,2017,7034,Female,23-26
Nigeria,UAE,Abu Dhabi,2022,1642,Female,23-26
Pakistan,Singapore,Singapore,2020,2097,Male,18-22
Nepal,France,Lyon,2023,2938,Female,27+
Nigeria,India,Delhi,2021,1904,Female,18-22
Kenya,Spain,Madrid,2022,2345,Male,23-26
Turkey,Italy,Florence,2022,2362,Male,23-26
Kenya,Singapore,Singapore,2023,2533,Female,23-26
Bangladesh,Germany,Berlin,2020,3678,Male,27+
Kenya,Sweden,Uppsala,2023,1530,Female,18-22
Kenya,South Africa,Pretoria,2015,1137,Male,18-22
India,Sweden,Uppsala,2023,4578,Female,18-22
Nepal,Japan,Tokyo,2015,2448,Male,18-22
Turkey,USA,New York,2023,7130,Male,23-26
Turkey,Ireland,Galway,2021,911,Female,18-22
India,Singapore,Singapore,2024,6300,Male,18-22
Vietnam,France,Lyon,2018,3538,Female,18-22
Brazil,Australia,Brisbane,2016,3998,Male,18-22
Pakistan,Australia,Sydney,2017,4307,Male,23-26
Brazil,Russia,Kazan,2022,2074,Male,18-22
China,USA,Boston,2015,9311,Non-binary,23-26
Brazil,Germany,Munich,2016,3916,Female,23-26
Bangladesh,Spain,Barcelona,2023,2069,Female,18-22
Vietnam,Italy,Milan,2016,1984,Female,23-26
China,Italy,Florence,2022,4226,Male,18-22
Nigeria,Ireland,Dublin,2020,982,Female,23-26
Turkey,Australia,Brisbane,2015,3183,Female,18-22
Turkey,India,Mumbai,2015,980,Female,18-22
Nepal,UK,Manchester,2021,4578,Female,23-26
Vietnam,Sweden,Stockholm,2015,976,Female,18-22
Kenya,Canada,Toronto,2021,3576,Male,18-22
